,,,,,,,,,,,,,,,
,N5,10/17/2016,6.53,6.00,5,NS,1,NS,2.0,,,,,,
,NR1,10/17/2016,6.44,6.21,20,NS,2,NS,2.0,,,,,,
,AC1,10/14/2016,6.52,NS,800,NS,292,NS,NS,,,,,,
,AC2,10/14/2016,6.48,NS,5600,NS,2400,NS,NS,,,,,,
,BR1,10/14/2016,7.92,NS,356,NS,212,NS,NS,,,,,,
,BR3,10/14/2016,4.51,NS,92,NS,48,NS,NS,,,,,,
,CIC3,10/13/2016,6.47,6.25,3100,NS,18,NS,6.5,,,,,,
,E12,10/13/2016,7.17,NS,100,NS,4,NS,NS,,,,,,
,E13,10/13/2016,7.15,NS,9,NS,1,NS,NS,,,,,,
,G2,10/13/2016,7.50,6.33,84,NS,5,NS,7.0,,,,,,
,GB1,10/13/2016,7.36,7.41,15,NS,3,NS,8.5,,,,,,
,HR03,10/13/2016,3.29,NS,5000,NS,8,NS,NS,,,,,,
,HR1,10/13/2016,4.95,NS,2700,NS,4,NS,NS,,,,,,
,HR2,10/13/2016,3.85,NS,2600,NS,40,NS,NS,,,,,,
,K1,10/13/2016,7.12,6.66,24,NS,2,NS,5.0,,,,,,
,K2,10/13/2016,6.88,6.42,56,NS,1,NS,5.0,,,,,,
,K3,10/13/2016,6.59,6.61,40,NS,1,NS,7.0,,,,,,
,K4,10/13/2016,6.13,6.31,28,NS,3,NS,6.0,,,,,,
,K5,10/13/2016,6.45,6.50,16,NS,3,NS,4.5,,,,,,
,K5A,10/13/2016,6.77,6.79,36,NS,5,NS,5.5,,,,,,
,K6,10/13/2016,7.51,7.62,46,NS,1,NS,6.0,,,,,,
,N6,10/13/2016,6.82,6.70,100,NS,1,NS,5.0,,,,,,
,N7,10/13/2016,6.97,6.67,16,NS,1,NS,5.0,,,,,,
,N8,10/13/2016,7.13,6.94,6,NS,1,NS,6.0,,,,,,
,NC0,10/13/2016,1.21,1.22,112,104,132,100,2.5,,,,,,
,NC1,10/13/2016,4.56,4.59,208,136,16,20,3.5,,,,,,
,NC2,10/13/2016,5.44,5.59,92,56,8,12,3.0,,,,,,
,NC3,10/13/2016,7.08,6.57,12,8,8,8,2.5,,,,,,
,WC1,10/13/2016,5.38,NS,100,NS,28,NS,NS,,,,,,
,WC2,10/13/2016,1.87,NS,114,NS,28,NS,NS,,,,,,
,WC3,10/13/2016,7.22,NS,16,NS,4,NS,NS,,,,,,
,BB2,10/12/2016,3.59,NS,580,NS,18,NS,3.5,,,,,,
,BB4,10/12/2016,6.27,6.52,90,NS,1,NS,4.5,,,,,,
,CIC2,10/12/2016,3.83,NS,126000,NS,580,NS,NS,,,,,,
,GC3,10/12/2016,8.89,8.87,92,224,16,16,NS,,,,,,
,GC4,10/12/2016,8.72,8.71,216,112,20,24,NS,,,,,,
,GC5,10/12/2016,8.72,8.70,232,236,24,28,NS,,,,,,
,GC6,10/12/2016,8.48,8.37,200,192,8,40,NS,,,,,,
,GHC,10/12/2016,6.89,6.28,4,NS,1,NS,6.0,,,,,,
,HOB,10/12/2016,6.34,6.40,8,NS,1,NS,6.0,,,,,,
,J1,10/12/2016,7.35,7.43,4,NS,1,NS,6.5,,,,,,
,J10,10/12/2016,7.36,7.12,3,NS,1,NS,6.5,,,,,,
,J11,10/12/2016,7.67,7.69,68,NS,10,NS,7.5,,,,,,
,J12,10/12/2016,7.49,6.68,9,NS,2,NS,4.5,,,,,,
,J2,10/12/2016,7.12,7.15,2,NS,1,NS,6.0,,,,,,
,J3,10/12/2016,7.30,7.08,4,NS,1,NS,7.0,,,,,,
,J5,10/12/2016,7.21,7.14,8,NS,1,NS,6.0,,,,,,
,J7,10/12/2016,6.99,7.02,20,NS,1,NS,5.5,,,,,,
,J8,10/12/2016,7.13,6.84,20,NS,1,NS,5.5,,,,,,
,J9A,10/12/2016,7.02,7.09,13,NS,1,NS,7.0,,,,,,
,JA1,10/12/2016,7.32,7.49,4,NS,2,NS,4.5,,,,,,
,N16,10/12/2016,7.66,7.79,2,NS,4,NS,9.0,,,,,,
,N9,10/12/2016,7.15,7.24,12,NS,4,NS,9.0,,,,,,
,N9A,10/12/2016,7.43,7.70,10,NS,2,NS,6.5,,,,,,
,PB2,10/12/2016,8.54,8.45,22,NS,1,NS,4.0,,,,,,
,PB3,10/12/2016,7.26,7.28,4,NS,2,NS,6.0,,,,,,
,SP1,10/12/2016,8.49,NS,52,NS,6,NS,NS,,,,,,
,SP2,10/12/2016,7.09,NS,21,NS,1,NS,5.5,,,,,,
,TB1,10/12/2016,4.69,4.77,10,NS,10,NS,5.5,,,,,,
,TB2,10/12/2016,5.49,5.57,10,NS,2,NS,6.0,,,,,,
,BR5,10/11/2016,NS,NS,NS,NS,10,NS,8.0,,,,,,
,E10,10/11/2016,NS,NS,NS,NS,2,NS,6.0,,,,,,
,E11,10/11/2016,NS,NS,NS,NS,2,NS,6.5,,,,,,
,E14,10/11/2016,NS,NS,NS,NS,8,NS,6.0,,,,,,
,E15,10/11/2016,NS,NS,NS,NS,90,NS,4.0,,,,,,
,E2,10/11/2016,NS,NS,NS,NS,6,NS,4.0,,,,,,
,E4,10/11/2016,NS,NS,NS,NS,10,NS,4.5,,,,,,
,E6,10/11/2016,NS,NS,NS,NS,2,NS,4.5,,,,,,
,E8,10/11/2016,NS,NS,NS,NS,2,NS,6.5,,,,,,
,F1,10/11/2016,8.00,NS,50,NS,4,NS,NS,,,,,,
,F5,10/11/2016,8.49,NS,20,NS,4,NS,NS,,,,,,
,FB1,10/11/2016,NS,NS,NS,NS,2,NS,4.5,,,,,,
,FLC1,10/11/2016,NS,NS,NS,NS,100,NS,2.0,,,,,,
,FLC2,10/11/2016,NS,NS,NS,NS,80,NS,3.0,,,,,,
,H3,10/11/2016,NS,NS,NS,NS,10,NS,5.0,,,,,,
,HC1,10/11/2016,3.50,NS,30,NS,90,NS,NS,,,,,,
,HC2,10/11/2016,5.37,NS,40,NS,10,NS,NS,,,,,,
,HC3,10/11/2016,7.08,NS,20,NS,10,NS,NS,,,,,,
,J14,10/11/2016,10.08,NS,8,NS,4,NS,NS,,,,,,
,J15,10/11/2016,8.81,NS,12,NS,4,NS,NS,,,,,,
,J16,10/11/2016,8.34,NS,12,NS,4,NS,NS,,,,,,
,LN1,10/11/2016,NS,NS,NS,NS,2,NS,3.0,,,,,,
,N3B,10/11/2016,NS,NS,NS,NS,2,NS,4.0,,,,,,
,N4,10/11/2016,NS,NS,NS,NS,8,NS,4.0,,,,,,
,N5,10/11/2016,NS,NS,NS,NS,2,NS,5.0,,,,,,
,NR1,10/11/2016,NS,NS,NS,NS,2,NS,3.5,,,,,,
,AC1,10/06/2016,8.32,NS,2900,NS,2000,NS,NS,,,,,,
,AC2,10/06/2016,8.97,NS,3000,NS,1000,NS,NS,,,,,,
,BR1,10/06/2016,7.41,NS,651,NS,172,NS,NS,,,,,,
,BR3,10/06/2016,2.10,NS,148,NS,68,NS,NS,,,,,,
,E12,10/06/2016,5.47,NS,228,NS,4,NS,NS,,,,,,
,E13,10/06/2016,6.81,NS,4,NS,1,NS,NS,,,,,,
,HR03,10/06/2016,1.09,NS,430,NS,40,NS,NS,,,,,,
,HR1,10/06/2016,2.18,NS,845,NS,12,NS,NS,,,,,,
,HR2,10/06/2016,0.73,NS,590,NS,84,NS,NS,,,,,,
,WC1,10/06/2016,3.60,NS,149,NS,54,NS,NS,,,,,,
,WC2,10/06/2016,1.92,NS,40,NS,25,NS,NS,,,,,,
,WC3,10/06/2016,5.08,NS,30,NS,13,NS,NS,,,,,,
,CIC2,10/05/2016,5.29,5.33,1667,NS,4,NS,NS,,,,,,
,GC3,10/05/2016,8.52,8.54,132,16,8,4,NS,,,,,,
,GC4,10/05/2016,8.44,8.44,52,40,4,8,NS,,,,,,
,GC5,10/05/2016,8.38,8.37,44,24,8,4,NS,,,,,,
,GC6,10/05/2016,8.00,7.90,80,272,16,24,NS,,,,,,
,SP1,10/05/2016,5.53,NS,168,NS,14,NS,NS,,,,,,
,CIC3,10/04/2016,6.00,6.18,973,NS,18,NS,8.0,,,,,,
,F1,10/04/2016,5.94,NS,360,NS,12,NS,NS,,,,,,
,F5,10/04/2016,5.63,NS,360,NS,2,NS,NS,,,,,,
,G2,10/04/2016,6.50,6.46,12,NS,48,NS,4.0,,,,,,
,GB1,10/04/2016,6.26,5.12,2,NS,2,NS,7.0,,,,,,
,HC1,10/04/2016,1.39,NS,97,NS,24,NS,NS,,,,,,
,HC2,10/04/2016,4.80,NS,46,NS,6,NS,NS,,,,,,
,HC3,10/04/2016,5.40,NS,54,NS,4,NS,NS,,,,,,
,J14,10/04/2016,6.76,NS,2,NS,2,NS,NS,,,,,,
,J16,10/04/2016,6.92,NS,4,NS,2,NS,NS,,,,,,
,K1,10/04/2016,6.22,6.20,4,NS,1,NS,4.5,,,,,,
,K2,10/04/2016,6.33,6.25,8,NS,1,NS,4.0,,,,,,
,K3,10/04/2016,5.55,5.51,64,NS,6,NS,5.5,,,,,,
,K4,10/04/2016,6.03,5.76,30,NS,5,NS,5.5,,,,,,
,K5,10/04/2016,5.83,6.00,4,NS,3,NS,3.5,,,,,,
,K5A,10/04/2016,5.62,5.89,4,NS,3,NS,3.0,,,,,,
,K6,10/04/2016,6.79,6.55,1,NS,1,NS,4.0,,,,,,
,N6,10/04/2016,6.18,6.16,20,NS,2,NS,6.0,,,,,,
,N7,10/04/2016,6.00,6.10,8,NS,1,NS,6.0,,,,,,
,N8,10/04/2016,6.31,6.46,2,NS,1,NS,6.0,,,,,,
,NC0,10/04/2016,1.70,1.60,570,686,104,88,3.0,,,,,,
,NC1,10/04/2016,2.82,2.89,320,230,24,12,3.0,,,,,,
,NC2,10/04/2016,3.90,3.80,242,220,24,20,3.5,,,,,,
,NC3,10/04/2016,4.54,4.72,340,782,96,104,4.0,,,,,,
,BR5,10/03/2016,6.19,6.42,107,NS,5,NS,3.0,,,,,,
,E10,10/03/2016,6.60,6.57,22,NS,5,NS,5.5,,,,,,
,E11,10/03/2016,6.38,NS,53,NS,4,NS,4.5,,,,,,
,E14,10/03/2016,5.90,6.14,50,NS,4,NS,5.0,,,,,,
,E15,10/03/2016,6.09,6.11,450,NS,9,NS,4.0,,,,,,
,E2,10/03/2016,5.64,5.82,24,NS,3,NS,4.5,,,,,,
,E4,10/03/2016,5.78,6.10,44,NS,2,NS,4.0,,,,,,
,E6,10/03/2016,6.17,6.05,96,NS,3,NS,4.5,,,,,,
,E7,10/03/2016,6.29,6.20,129,NS,10,NS,5.0,,,,,,
,E8,10/03/2016,6.45,6.73,116,NS,4,NS,4.0,,,,,,
,FB1,10/03/2016,6.15,6.19,203,NS,18,NS,4.0,,,,,,
,FLC1,10/03/2016,4.47,4.42,1209,NS,47,NS,3.5,,,,,,
,FLC2,10/03/2016,5.20,5.56,2100,NS,49,NS,3.5,,,,,,
,H3,10/03/2016,5.86,5.84,40,NS,9,NS,2.5,,,,,,
,LN1,10/03/2016,6.62,NS,37,NS,1,NS,4.5,,,,,,
,N1,10/03/2016,6.22,6.23,12,NS,4,NS,3.5,,,,,,
,N3B,10/03/2016,6.08,6.13,5,NS,8,NS,3.0,,,,,,
,N4,10/03/2016,5.96,6.11,13,NS,3,NS,3.0,,,,,,
,N5,10/03/2016,6.53,6.15,4,NS,2,NS,4.0,,,,,,
,NR1,10/03/2016,5.98,5.91,7,NS,1,NS,3.0,,,,,,
,AC1,09/29/2016,1.61,NS,1900,NS,384,NS,NS,,,,,,
,AC2,09/29/2016,1.96,NS,1400,NS,900,NS,NS,,,,,,
,BR1,09/29/2016,7.09,NS,1600,NS,600,NS,NS,,,,,,
,BR3,09/29/2016,3.09,NS,216,NS,136,NS,NS,,,,,,
,F1,09/29/2016,6.16,NS,380,NS,6,NS,NS,,,,,,
,F5,09/29/2016,6.26,NS,380,NS,10,NS,NS,,,,,,
,HC1,09/29/2016,3.90,3.14,164,NS,69,NS,NS,,,,,,
,HC2,09/29/2016,4.93,4.81,48,NS,4,NS,NS,,,,,,
,HC3,09/29/2016,5.46,NS,32,NS,8,NS,NS,,,,,,
,J14,09/29/2016,6.96,NS,10,NS,4,NS,NS,,,,,,
,J16,09/29/2016,7.45,NS,10,NS,4,NS,NS,,,,,,
,BB2,09/28/2016,1.73,NS,4000,NS,76,NS,2.0,,,,,,
,BB4,09/28/2016,4.87,4.73,550,NS,3,NS,3.0,,,,,,
,CIC2,09/28/2016,3.71,NS,56000,NS,152,NS,NS,,,,,,
,GC3,09/28/2016,8.05,8.09,12,32,4,4,NS,,,,,,
,GC4,09/28/2016,7.95,7.06,16,32,4,4,NS,,,,,,
,GC5,09/28/2016,7.97,7.92,16,24,8,4,NS,,,,,,
,GC6,09/28/2016,7.57,7.65,20,28,4,4,NS,,,,,,
,GHC,09/28/2016,6.35,6.29,8,NS,1,NS,4.0,,,,,,
,HOB,09/28/2016,5.78,5.24,28,NS,3,NS,4.0,,,,,,
,J1,09/28/2016,6.25,5.07,2,NS,1,NS,4.0,,,,,,
,J10,09/28/2016,6.22,4.97,20,NS,1,NS,4.0,,,,,,
,J11,09/28/2016,5.69,4.91,106,NS,6,NS,4.0,,,,,,
,J12,09/28/2016,6.33,5.77,7,NS,1,NS,4.0,,,,,,
,J2,09/28/2016,6.03,4.62,10,NS,1,NS,4.0,,,,,,
,J3,09/28/2016,7.06,6.70,35,NS,3,NS,4.0,,,,,,
,J5,09/28/2016,5.82,6.30,14,NS,2,NS,3.5,,,,,,
,J7,09/28/2016,6.54,5.84,4,NS,1,NS,4.0,,,,,,
,J8,09/28/2016,5.99,5.34,28,NS,1,NS,4.0,,,,,,
,J9A,09/28/2016,6.12,5.80,30,NS,3,NS,4.0,,,,,,
,JA1,09/28/2016,6.16,6.19,24,NS,1,NS,4.0,,,,,,
,N9,09/28/2016,6.24,5.82,2,NS,1,NS,7.0,,,,,,
,N9A,09/28/2016,6.02,5.81,10,NS,1,NS,5.0,,,,,,
,PB2,09/28/2016,7.20,7.02,132,NS,4,NS,3.0,,,,,,
,PB3,09/28/2016,6.52,NS,82,NS,1,NS,4.5,,,,,,
,SP1,09/28/2016,7.39,NS,93,NS,8,NS,NS,,,,,,
,SP2,09/28/2016,6.06,NS,40,NS,4,NS,4.0,,,,,,
,TB1,09/28/2016,3.67,3.68,50,NS,7,NS,6.0,,,,,,
,TB2,09/28/2016,4.43,4.76,50,NS,8,NS,5.0,,,,,,
,CIC3,09/27/2016,6.27,6.31,946,NS,22,NS,6.0,,,,,,
,E12,09/27/2016,6.35,NS,20,NS,10,NS,NS,,,,,,
,E13,09/27/2016,5.58,NS,24,NS,2,NS,NS,,,,,,
,G2,09/27/2016,6.53,5.97,4,NS,4,NS,6.0,,,,,,
,GB1,09/27/2016,6.48,6.44,16,NS,2,NS,7.0,,,,,,
,HR03,09/27/2016,1.09,NS,61000,NS,6800,NS,NS,,,,,,
,HR1,09/27/2016,2.35,NS,3700,NS,40,NS,NS,,,,,,
,HR2,09/27/2016,0.42,NS,26000,NS,5100,NS,NS,,,,,,
,K1,09/27/2016,5.77,5.69,28,NS,6,NS,3.0,,,,,,
,K2,09/27/2016,5.67,5.43,4,NS,2,NS,6.0,,,,,,
,K3,09/27/2016,5.44,5.42,68,NS,2,NS,10.0,,,,,,
,K4,09/27/2016,5.24,5.04,8,NS,2,NS,7.0,,,,,,
,K5,09/27/2016,4.67,4.58,10,NS,2,NS,8.5,,,,,,
,K5A,09/27/2016,5.29,5.26,8,NS,2,NS,6.0,,,,,,
,K6,09/27/2016,7.30,7.21,4,NS,2,NS,4.0,,,,,,
,N6,09/27/2016,5.55,5.40,12,NS,6,NS,5.0,,,,,,
,N7,09/27/2016,5.75,5.74,20,NS,2,NS,5.5,,,,,,
,N8,09/27/2016,6.00,5.97,16,NS,2,NS,6.0,,,,,,
,NC0,09/27/2016,6.32,6.24,550,685,220,280,3.0,,,,,,
,NC1,09/27/2016,4.34,3.60,410,310,240,150,3.0,,,,,,
,NC2,09/27/2016,4.95,4.68,160,210,90,60,4.0,,,,,,
,NC3,09/27/2016,4.99,5.01,70,50,20,40,4.5,,,,,,
,WC1,09/27/2016,4.90,NS,4400,NS,410,NS,NS,,,,,,
,WC2,09/27/2016,2.74,NS,937,NS,72,NS,NS,,,,,,
,WC3,09/27/2016,5.78,NS,60,NS,4,NS,NS,,,,,,
,BR5,09/26/2016,4.88,4.95,118,NS,6,NS,4.0,,,,,,
,E10,09/26/2016,5.30,5.29,3,NS,1,NS,4.0,,,,,,
,E11,09/26/2016,5.80,NS,14,NS,1,NS,4.0,,,,,,
,E14,09/26/2016,5.12,5.32,32,NS,4,NS,4.0,,,,,,
,E15,09/26/2016,3.98,NS,108,NS,15,NS,3.0,,,,,,
,E2,09/26/2016,5.19,4.83,51,NS,3,NS,3.0,,,,,,
,E4,09/26/2016,4.97,4.99,31,NS,3,NS,4.0,,,,,,
,E6,09/26/2016,5.42,5.78,42,NS,2,NS,4.5,,,,,,
,E7,09/26/2016,6.12,5.02,21,NS,10,NS,4.0,,,,,,
,E8,09/26/2016,5.43,5.36,6,NS,1,NS,4.0,,,,,,
,FB1,09/26/2016,5.04,5.25,116,NS,4,NS,4.0,,,,,,
,FLC1,09/26/2016,3.34,NS,1264,NS,34,NS,2.5,,,,,,
,FLC2,09/26/2016,4.60,4.19,400,NS,52,NS,3.0,,,,,,
,H3,09/26/2016,5.04,5.27,410,NS,7,NS,4.5,,,,,,
,LN1,09/26/2016,6.67,NS,14,NS,5,NS,3.0,,,,,,
,N1,09/26/2016,6.43,4.78,1,NS,2,NS,2.5,,,,,,
,N3B,09/26/2016,5.96,4.78,12,NS,4,NS,3.0,,,,,,
,N4,09/26/2016,5.60,5.18,9,NS,4,NS,3.5,,,,,,
,N5,09/26/2016,5.92,5.42,7,NS,1,NS,4.0,,,,,,
,NR1,09/26/2016,5.67,4.65,11,NS,1,NS,3.0,,,,,,
,AC1,09/22/2016,8.21,NS,2600,NS,1300,NS,NS,,,,,,
,AC2,09/22/2016,8.66,NS,2200,NS,700,NS,NS,,,,,,
,BR1,09/22/2016,6.08,NS,751,NS,240,NS,NS,,,,,,
,BR3,09/22/2016,1.33,NS,192,NS,64,NS,NS,,,,,,
,E12,09/22/2016,2.77,NS,350,NS,4,NS,NS,,,,,,
,E13,09/22/2016,5.26,NS,28,NS,5,NS,NS,,,,,,
,HR03,09/22/2016,0.65,NS,1127,NS,36,NS,NS,,,,,,
,HR1,09/22/2016,1.49,NS,13700,NS,80,NS,NS,,,,,,
,HR2,09/22/2016,0.41,NS,2700,NS,189,NS,NS,,,,,,
,WC1,09/22/2016,2.73,NS,718,NS,69,NS,NS,,,,,,
,WC2,09/22/2016,0.15,NS,2500,NS,790,NS,NS,,,,,,
,WC3,09/22/2016,4.08,NS,470,NS,13,NS,NS,,,,,,
,BB2,09/21/2016,0.91,0.98,210,NS,76,NS,3.0,,,,,,
,BB4,09/21/2016,3.75,4.08,70,NS,2,NS,4.0,,,,,,
,CIC2,09/21/2016,4.50,4.54,1636,NS,20,NS,NS,,,,,,
,GC3,09/21/2016,7.74,7.72,70,130,10,10,NS,,,,,,
,GC4,09/21/2016,7.55,7.58,180,130,10,10,NS,,,,,,
,GC5,09/21/2016,7.45,7.41,120,110,10,10,NS,,,,,,
,GC6,09/21/2016,6.78,6.84,550,250,200,30,NS,,,,,,
,GHC,09/21/2016,5.23,4.83,16,NS,2,NS,4.5,,,,,,
,J1,09/21/2016,6.28,6.59,6,NS,2,NS,6.0,,,,,,
,J10,09/21/2016,5.30,5.26,4,NS,2,NS,5.0,,,,,,
,J11,09/21/2016,6.34,5.91,12,NS,2,NS,6.5,,,,,,
,J12,09/21/2016,4.45,3.62,58,NS,8,NS,4.0,,,,,,
,J2,09/21/2016,5.80,5.39,4,NS,2,NS,4.0,,,,,,
,J3,09/21/2016,5.25,5.29,8,NS,2,NS,4.0,,,,,,
,J5,09/21/2016,5.30,5.11,10,NS,2,NS,4.5,,,,,,
,J7,09/21/2016,4.96,4.31,80,NS,2,NS,3.5,,,,,,
,J8,09/21/2016,5.14,4.89,4,NS,2,NS,4.0,,,,,,
,J9A,09/21/2016,5.20,5.07,12,NS,2,NS,4.5,,,,,,
,JA1,09/21/2016,4.81,4.19,36,NS,2,NS,4.0,,,,,,
,N16,09/21/2016,6.66,6.74,2,NS,2,NS,8.0,,,,,,
,N9,09/21/2016,6.14,6.24,16,NS,2,NS,5.0,,,,,,
,N9A,09/21/2016,6.57,6.48,2,NS,2,NS,8.5,,,,,,
,PB2,09/21/2016,4.59,4.41,80,NS,2,NS,3.5,,,,,,
,PB3,09/21/2016,5.34,5.35,20,NS,2,NS,3.5,,,,,,
,SP1,09/21/2016,4.15,NS,250,NS,10,NS,NS,,,,,,
,SP2,09/21/2016,4.80,NS,20,NS,2,NS,4.0,,,,,,
,CIC3,09/20/2016,5.75,5.65,1144,NS,18,NS,5.5,,,,,,
,F1,09/20/2016,4.28,NS,3400,NS,44,NS,NS,,,,,,
,F5,09/20/2016,4.29,NS,4600,NS,28,NS,NS,,,,,,
,G2,09/20/2016,5.18,5.68,470,NS,34,NS,5.5,,,,,,
,GB1,09/20/2016,6.08,6.20,20,NS,2,NS,5.0,,,,,,
,HC1,09/20/2016,1.64,2.22,9091,NS,130,NS,NS,,,,,,
,HC2,09/20/2016,4.06,NS,30,NS,10,NS,NS,,,,,,
,HC3,09/20/2016,4.17,NS,712,NS,30,NS,NS,,,,,,
,J14,09/20/2016,5.19,5.04,12,NS,4,NS,NS,,,,,,
,J15,09/20/2016,5.89,5.87,40,NS,16,NS,NS,,,,,,
,J16,09/20/2016,6.67,NS,20,NS,12,NS,NS,,,,,,
,K1,09/20/2016,6.18,5.05,140,NS,12,NS,3.0,,,,,,
,K2,09/20/2016,5.17,5.23,1454,NS,30,NS,4.5,,,,,,
,K3,09/20/2016,4.74,4.74,973,NS,140,NS,4.0,,,,,,
,K4,09/20/2016,4.43,4.36,197,NS,28,NS,3.0,,,,,,
,K5,09/20/2016,4.93,4.87,8,NS,2,NS,4.0,,,,,,
,K5A,09/20/2016,4.63,4.71,16,NS,2,NS,3.0,,,,,,
,K6,09/20/2016,5.96,6.20,24,NS,4,NS,4.5,,,,,,
,N6,09/20/2016,5.40,5.68,40,NS,4,NS,4.0,,,,,,
,N7,09/20/2016,5.51,5.71,44,NS,28,NS,4.0,,,,,,
,N8,09/20/2016,5.65,5.87,56,NS,6,NS,4.5,,,,,,
,NC0,09/20/2016,2.58,1.62,40000,65000,9000,11000,2.0,,,,,,
,NC1,09/20/2016,0.83,1.01,19000,16909,3600,4000,1.0,,,,,,
,NC2,09/20/2016,2.52,2.36,7909,6545,1820,1340,1.0,,,,,,
,NC3,09/20/2016,3.74,3.92,80000,36000,5600,3500,2.0,,,,,,
,BR5,09/19/2016,4.91,5.02,42000,NS,7900,NS,2.5,,,,,,
,E10,09/19/2016,5.51,5.10,4,NS,2,NS,3.0,,,,,,
,E11,09/19/2016,5.18,NS,14,NS,10,NS,3.0,,,,,,
,E14,09/19/2016,4.83,4.86,260,NS,108,NS,4.0,,,,,,
,E15,09/19/2016,4.97,4.81,600,NS,120,NS,2.5,,,,,,
,E2,09/19/2016,5.27,5.00,52,NS,18,NS,2.5,,,,,,
,E4,09/19/2016,5.01,4.89,400,NS,320,NS,3.5,,,,,,
,E6,09/19/2016,5.01,4.95,320,NS,110,NS,3.0,,,,,,
,E7,09/19/2016,5.12,4.88,300,NS,106,NS,3.0,,,,,,
,E8,09/19/2016,5.01,4.97,173,NS,54,NS,3.0,,,,,,
,FB1,09/19/2016,4.86,4.86,200,NS,135,NS,2.0,,,,,,
,FLC1,09/19/2016,3.34,3.37,4300,NS,530,NS,2.0,,,,,,
,FLC2,09/19/2016,4.51,4.57,430,NS,350,NS,2.0,,,,,,
,H3,09/19/2016,4.92,4.90,4300,NS,1820,NS,2.0,,,,,,
,LN1,09/19/2016,5.60,NS,132,NS,46,NS,3.5,,,,,,
,N5,09/19/2016,5.48,5.48,50,NS,12,NS,3.5,,,,,,
,AC1,09/15/2016,4.56,NS,50000,NS,4900,NS,NS,,,,,,
,AC2,09/15/2016,4.21,NS,67000,NS,2000,NS,NS,,,,,,
,BR1,09/15/2016,6.03,NS,3200,NS,210,NS,NS,,,,,,
,BR3,09/15/2016,3.85,NS,500,NS,90,NS,NS,,,,,,
,F1,09/15/2016,5.17,NS,2600,NS,12,NS,NS,,,,,,
,F5,09/15/2016,6.06,NS,2400,NS,44,NS,NS,,,,,,
,HC1,09/15/2016,2.30,1.27,60000,NS,2000,NS,NS,,,,,,
,HC2,09/15/2016,4.30,3.22,1558,NS,30,NS,NS,,,,,,
,HC3,09/15/2016,4.47,4.32,9545,NS,40,NS,NS,,,,,,
,J14,09/15/2016,7.88,7.58,24,NS,4,NS,NS,,,,,,
,J16,09/15/2016,6.80,6.81,4,NS,4,NS,NS,,,,,,
,BB2,09/14/2016,3.67,NS,480,NS,8,NS,1.5,,,,,,
,BB4,09/14/2016,7.31,6.39,50,NS,1,NS,1.5,,,,,,
,CIC2,09/14/2016,3.20,NS,80000,NS,290,NS,NS,,,,,,
,GC3,09/14/2016,7.99,7.98,20,36,10,4,NS,,,,,,
,GC4,09/14/2016,7.78,7.79,20,16,4,10,NS,,,,,,
,GC5,09/14/2016,7.79,7.81,44,52,12,8,NS,,,,,,
,GC6,09/14/2016,7.51,7.52,40,28,8,4,NS,,,,,,
,GHC,09/14/2016,5.43,5.34,4,NS,1,NS,3.5,,,,,,
,HOB,09/14/2016,5.87,5.95,4,NS,2,NS,4.0,,,,,,
,J1,09/14/2016,6.10,6.60,4,NS,1,NS,3.0,,,,,,
,J10,09/14/2016,7.15,7.17,4,NS,1,NS,2.0,,,,,,
,J11,09/14/2016,8.60,9.11,23,NS,1,NS,2.5,,,,,,
,J12,09/14/2016,6.60,4.59,6,NS,1,NS,3.5,,,,,,
,J2,09/14/2016,6.36,5.84,3,NS,1,NS,2.5,,,,,,
,J3,09/14/2016,6.80,5.50,7,NS,1,NS,2.5,,,,,,
,J5,09/14/2016,5.72,5.75,28,NS,1,NS,3.5,,,,,,
,J7,09/14/2016,6.15,5.70,4,NS,1,NS,3.0,,,,,,
,J8,09/14/2016,6.05,6.27,4,NS,1,NS,3.0,,,,,,
,J9A,09/14/2016,5.80,5.40,10,NS,1,NS,2.0,,,,,,
,JA1,09/14/2016,5.55,4.80,4,NS,1,NS,3.0,,,,,,
,N16,09/14/2016,7.09,6.76,5,NS,1,NS,5.5,,,,,,
,N9,09/14/2016,6.60,6.55,1,NS,1,NS,4.0,,,,,,
,N9A,09/14/2016,7.02,7.28,1,NS,1,NS,3.0,,,,,,
,PB2,09/14/2016,7.95,NS,16,NS,2,NS,2.0,,,,,,
,PB3,09/14/2016,7.68,NS,4,NS,1,NS,2.5,,,,,,
,SP1,09/14/2016,9.94,NS,180,NS,10,NS,NS,,,,,,
,SP2,09/14/2016,7.35,NS,10,NS,1,NS,2.0,,,,,,
,TB1,09/14/2016,3.69,3.22,40,NS,3,NS,5.0,,,,,,
,TB2,09/14/2016,4.63,4.92,20,NS,1,NS,4.5,,,,,,
,CIC3,09/13/2016,5.50,6.01,7818,NS,3,NS,3.0,,,,,,
,E12,09/13/2016,7.19,NS,4,NS,4,NS,NS,,,,,,
,E13,09/13/2016,6.23,NS,7,NS,2,NS,NS,,,,,,
,G2,09/13/2016,7.18,4.92,4,NS,1,NS,4.5,,,,,,
,GB1,09/13/2016,6.21,5.18,27,NS,1,NS,3.5,,,,,,
,HR03,09/13/2016,2.70,NS,4800,NS,4,NS,NS,,,,,,
,HR1,09/13/2016,4.96,NS,1264,NS,36,NS,NS,,,,,,
,HR2,09/13/2016,0.49,NS,800,NS,120,NS,NS,,,,,,
