,,,,,,,,,,,,,,,
,GC6,12/07/2016,10.06,9.30,766,1072,360,320,NS,,,,,,
,SP1,12/07/2016,9.24,NS,250,NS,80,NS,NS,,,,,,
,F1,12/06/2016,9.02,9.31,120,NS,4,NS,NS,,,,,,
,F5,12/06/2016,9.95,9.92,20,NS,4,NS,NS,,,,,,
,HC1,12/06/2016,6.71,NS,70,NS,20,NS,NS,,,,,,
,HC2,12/06/2016,8.71,8.82,10,NS,10,NS,NS,,,,,,
,HC3,12/06/2016,9.39,9.57,10,NS,10,NS,NS,,,,,,
,J14,12/06/2016,10.95,10.97,4,NS,4,NS,NS,,,,,,
,J15,12/06/2016,11.05,10.76,8,NS,4,NS,NS,,,,,,
,J16,12/06/2016,10.52,10.30,8,NS,4,NS,NS,,,,,,
,CIC2,11/15/2016,9.40,6.20,60000,NS,110000,NS,NS,,,,,,
,GC3,11/15/2016,10.10,9.76,60000,60000,127000,53000,NS,,,,,,
,GC4,11/15/2016,9.75,9.65,60000,99000,124000,35000,NS,,,,,,
,GC5,11/15/2016,9.89,9.60,60000,60000,122000,86000,NS,,,,,,
,GC6,11/15/2016,9.58,8.91,60000,60000,90000,72000,NS,,,,,,
,SP1,11/15/2016,7.21,NS,847,NS,550,NS,NS,,,,,,
,BR5,11/09/2016,11.07,11.40,16,NS,2,NS,4.0,,,,,,
,E10,11/09/2016,12.17,11.28,1,NS,2,NS,5.0,,,,,,
,E11,11/09/2016,17.76,NS,1,NS,1,NS,4.5,,,,,,
,E14,11/09/2016,9.63,9.60,15,NS,11,NS,5.5,,,,,,
,E15,11/09/2016,9.02,9.33,64,NS,13,NS,3.5,,,,,,
,E2,11/09/2016,8.33,8.64,31,NS,7,NS,4.0,,,,,,
,E4,11/09/2016,7.62,7.90,10,NS,8,NS,NS,,,,,,
,E6,11/09/2016,9.16,9.44,52,NS,26,NS,3.5,,,,,,
,E7,11/09/2016,10.35,10.07,8,NS,1,NS,3.0,,,,,,
,E8,11/09/2016,11.08,11.23,1,NS,1,NS,4.0,,,,,,
,FB1,11/09/2016,9.69,9.65,32,NS,5,NS,4.0,,,,,,
,FLC1,11/09/2016,7.12,7.59,1509,NS,88,NS,4.0,,,,,,
,FLC2,11/09/2016,8.78,8.82,450,NS,39,NS,2.5,,,,,,
,H3,11/09/2016,8.28,8.09,33,NS,5,NS,5.5,,,,,,
,LN1,11/09/2016,17.06,NS,4,NS,1,NS,4.0,,,,,,
,N1,11/09/2016,9.21,7.92,38,NS,13,NS,5.0,,,,,,
,N3B,11/09/2016,8.91,7.78,44,NS,20,NS,4.0,,,,,,
,N4,11/09/2016,8.64,7.63,19,NS,10,NS,4.0,,,,,,
,N5,11/09/2016,8.07,7.76,10,NS,2,NS,4.0,,,,,,
,NR1,11/09/2016,8.89,7.94,29,NS,6,NS,4.0,,,,,,
,AC1,11/03/2016,4.72,NS,1454,NS,1400,NS,NS,,,,,,
,AC2,11/03/2016,7.63,NS,818,NS,392,NS,NS,,,,,,
,BR1,11/03/2016,8.15,NS,395,NS,196,NS,NS,,,,,,
,BR3,11/03/2016,3.85,NS,160,NS,188,NS,NS,,,,,,
,E12,11/03/2016,8.70,NS,16,NS,4,NS,NS,,,,,,
,E13,11/03/2016,8.44,NS,30,NS,2,NS,NS,,,,,,
,HR03,11/03/2016,4.96,NS,864,NS,348,NS,NS,,,,,,
,HR1,11/03/2016,6.22,NS,2500,NS,180,NS,NS,,,,,,
,HR2,11/03/2016,4.01,NS,809,NS,172,NS,NS,,,,,,
,WC1,11/03/2016,5.06,NS,230,NS,168,NS,NS,,,,,,
,WC2,11/03/2016,1.60,NS,530,NS,158,NS,NS,,,,,,
,WC3,11/03/2016,7.86,NS,52,NS,13,NS,NS,,,,,,
,BB2,11/02/2016,5.39,NS,1234,NS,104,NS,3.5,,,,,,
,BB4,11/02/2016,7.97,8.16,160,NS,3,NS,5.0,,,,,,
,GHC,11/02/2016,8.02,8.00,4,NS,1,NS,7.5,,,,,,
,HOB,11/02/2016,8.05,8.08,8,NS,1,NS,8.0,,,,,,
,J1,11/02/2016,8.12,8.02,4,NS,1,NS,6.0,,,,,,
,J10,11/02/2016,8.04,8.05,5,NS,1,NS,6.0,,,,,,
,J11,11/02/2016,8.00,7.75,200,NS,13,NS,7.0,,,,,,
,J12,11/02/2016,9.36,7.77,15,NS,1,NS,6.5,,,,,,
,J2,11/02/2016,8.12,8.10,2,NS,1,NS,5.5,,,,,,
,J3,11/02/2016,8.06,7.95,2,NS,1,NS,6.5,,,,,,
,J5,11/02/2016,7.99,8.25,6,NS,1,NS,7.5,,,,,,
,J7,11/02/2016,7.76,8.39,8,NS,1,NS,7.0,,,,,,
,J8,11/02/2016,7.81,8.02,4,NS,1,NS,7.0,,,,,,
,J9A,11/02/2016,7.66,7.96,3,NS,1,NS,8.5,,,,,,
,JA1,11/02/2016,8.06,8.32,20,NS,2,NS,6.0,,,,,,
,N16,11/02/2016,7.89,8.02,1,NS,1,NS,12.0,,,,,,
,N9,11/02/2016,7.92,7.84,1,NS,1,NS,10.5,,,,,,
,N9A,11/02/2016,7.83,7.92,7,NS,2,NS,8.0,,,,,,
,PB2,11/02/2016,8.53,8.18,6,NS,4,NS,5.5,,,,,,
,PB3,11/02/2016,8.02,8.18,14,NS,1,NS,7.0,,,,,,
,SP2,11/02/2016,8.00,NS,3,NS,1,NS,7.0,,,,,,
,TB1,11/02/2016,6.50,6.67,60,NS,22,NS,8.0,,,,,,
,TB2,11/02/2016,7.20,7.50,10,NS,1,NS,7.5,,,,,,
,CIC3,11/01/2016,5.93,6.84,290,NS,8,NS,8.5,,,,,,
,F1,11/01/2016,7.95,NS,250,NS,8,NS,NS,,,,,,
,F5,11/01/2016,7.92,NS,110,NS,4,NS,NS,,,,,,
,G2,11/01/2016,7.37,6.49,216,NS,99,NS,4.5,,,,,,
,GB1,11/01/2016,7.26,7.39,10,NS,2,NS,10.0,,,,,,
,HC1,11/01/2016,6.99,NS,16545,NS,110,NS,NS,,,,,,
,HC2,11/01/2016,7.48,NS,90,NS,10,NS,NS,,,,,,
,HC3,11/01/2016,7.99,NS,10,NS,10,NS,NS,,,,,,
,J14,11/01/2016,9.19,NS,4,NS,4,NS,NS,,,,,,
,J15,11/01/2016,9.07,8.94,4,NS,4,NS,NS,,,,,,
,J16,11/01/2016,8.71,8.57,4,NS,4,NS,NS,,,,,,
,K1,11/01/2016,6.65,6.51,100,NS,22,NS,5.0,,,,,,
,K2,11/01/2016,6.41,6.02,32,NS,14,NS,4.5,,,,,,
,K3,11/01/2016,6.80,6.70,212,NS,68,NS,5.5,,,,,,
,K4,11/01/2016,6.48,7.10,28,NS,16,NS,5.0,,,,,,
,K5,11/01/2016,7.04,6.81,4,NS,4,NS,5.5,,,,,,
,K5A,11/01/2016,7.44,7.68,4,NS,2,NS,6.0,,,,,,
,K6,11/01/2016,6.77,7.40,4,NS,2,NS,8.0,,,,,,
,N6,11/01/2016,6.43,6.35,24,NS,6,NS,4.0,,,,,,
,N7,11/01/2016,7.21,7.21,28,NS,6,NS,5.5,,,,,,
,N8,11/01/2016,6.95,6.60,24,NS,6,NS,8.0,,,,,,
,NC0,11/01/2016,1.49,1.58,26000,43000,2800,4600,1.0,,,,,,
,NC1,11/01/2016,3.35,3.60,2800,4000,465,550,1.5,,,,,,
,NC2,11/01/2016,3.78,4.11,6000,6727,1260,840,2.5,,,,,,
,NC3,11/01/2016,5.72,6.09,540,1072,140,180,5.0,,,,,,
,BR5,10/31/2016,8.00,7.69,991,NS,250,NS,3.0,,,,,,
,E10,10/31/2016,8.53,8.67,22,NS,6,NS,5.5,,,,,,
,E11,10/31/2016,8.21,NS,2100,NS,430,NS,4.5,,,,,,
,E14,10/31/2016,7.77,7.91,370,NS,273,NS,4.5,,,,,,
,E15,10/31/2016,6.50,6.71,6000,NS,16400,NS,2.0,,,,,,
,E2,10/31/2016,7.41,7.07,462,NS,224,NS,3.5,,,,,,
,E4,10/31/2016,7.39,7.00,595,NS,250,NS,3.0,,,,,,
,E6,10/31/2016,7.56,7.61,630,NS,256,NS,4.0,,,,,,
,E7,10/31/2016,7.83,8.19,1040,NS,330,NS,4.0,,,,,,
,E8,10/31/2016,8.13,8.26,850,NS,230,NS,4.5,,,,,,
,FB1,10/31/2016,7.75,7.93,10400,NS,1390,NS,3.5,,,,,,
,FLC1,10/31/2016,5.46,5.72,97000,NS,2980,NS,2.0,,,,,,
,FLC2,10/31/2016,6.87,7.26,36000,NS,1140,NS,2.0,,,,,,
,H3,10/31/2016,7.90,6.35,2100,NS,980,NS,4.0,,,,,,
,LN1,10/31/2016,8.43,NS,44,NS,32,NS,1.5,,,,,,
,N1,10/31/2016,7.68,7.20,96,NS,48,NS,3.0,,,,,,
,N3B,10/31/2016,7.23,7.11,56,NS,34,NS,3.0,,,,,,
,N4,10/31/2016,7.60,6.95,52,NS,60,NS,2.5,,,,,,
,N5,10/31/2016,7.33,7.17,32,NS,56,NS,3.5,,,,,,
,NR1,10/31/2016,7.41,7.09,60,NS,48,NS,2.5,,,,,,
,F1,10/27/2016,7.55,NS,250,NS,36,NS,NS,,,,,,
,F5,10/27/2016,7.66,NS,211,NS,34,NS,NS,,,,,,
,HC1,10/27/2016,4.07,4.82,278,NS,40,NS,NS,,,,,,
,HC2,10/27/2016,6.41,6.36,68,NS,14,NS,NS,,,,,,
,HC3,10/27/2016,7.13,NS,72,NS,12,NS,NS,,,,,,
,J14,10/27/2016,9.88,9.93,20,NS,2,NS,NS,,,,,,
,J16,10/27/2016,8.93,8.73,6,NS,4,NS,NS,,,,,,
,BB2,10/26/2016,6.00,NS,460,NS,9,NS,4.5,,,,,,
,BB4,10/26/2016,6.58,6.94,1171,NS,2,NS,6.0,,,,,,
,CIC2,10/26/2016,3.84,NS,133000,NS,550,NS,NS,,,,,,
,GC3,10/26/2016,9.45,9.47,44,56,28,48,NS,,,,,,
,GC4,10/26/2016,9.16,9.17,72,80,32,44,NS,,,,,,
,GC5,10/26/2016,9.17,9.14,112,192,28,16,NS,,,,,,
,GC6,10/26/2016,8.78,8.58,144,164,28,56,NS,,,,,,
,GHC,10/26/2016,7.86,7.58,16,NS,1,NS,6.5,,,,,,
,HOB,10/26/2016,7.40,7.20,40,NS,3,NS,7.5,,,,,,
,J1,10/26/2016,8.10,7.96,11,NS,1,NS,6.0,,,,,,
,J10,10/26/2016,7.46,7.47,11,NS,1,NS,7.0,,,,,,
,J11,10/26/2016,8.23,7.98,46,NS,1,NS,8.0,,,,,,
,J12,10/26/2016,8.10,8.00,34,NS,1,NS,6.0,,,,,,
,J2,10/26/2016,7.99,7.73,6,NS,1,NS,4.5,,,,,,
,J3,10/26/2016,7.26,7.35,20,NS,1,NS,7.5,,,,,,
,J5,10/26/2016,8.09,8.08,27,NS,1,NS,6.5,,,,,,
,J7,10/26/2016,7.69,7.55,148,NS,1,NS,6.5,,,,,,
,J8,10/26/2016,7.68,7.37,64,NS,1,NS,8.0,,,,,,
,J9A,10/26/2016,7.70,7.50,21,NS,1,NS,8.0,,,,,,
,JA1,10/26/2016,8.62,7.72,28,NS,1,NS,5.5,,,,,,
,N16,10/26/2016,7.47,7.49,4,NS,1,NS,12.5,,,,,,
,N9,10/26/2016,6.62,6.29,7,NS,1,NS,14.5,,,,,,
,N9A,10/26/2016,7.67,7.58,1,NS,1,NS,10.0,,,,,,
,PB2,10/26/2016,7.25,7.25,38,NS,1,NS,7.0,,,,,,
,PB3,10/26/2016,7.72,7.45,22,NS,1,NS,7.5,,,,,,
,SP1,10/26/2016,9.94,NS,7200,NS,18,NS,NS,,,,,,
,SP2,10/26/2016,7.21,NS,66,NS,1,NS,7.0,,,,,,
,TB1,10/26/2016,5.65,5.46,210,NS,16,NS,6.5,,,,,,
,TB2,10/26/2016,6.76,6.20,80,NS,7,NS,7.0,,,,,,
,E12,10/25/2016,8.20,NS,144,NS,4,NS,NS,,,,,,
,E13,10/25/2016,7.83,NS,120,NS,2,NS,NS,,,,,,
,GB1,10/25/2016,7.58,7.41,9,NS,1,NS,6.0,,,,,,
,HR03,10/25/2016,4.75,NS,3300,NS,240,NS,NS,,,,,,
,HR1,10/25/2016,6.07,NS,1200,NS,80,NS,NS,,,,,,
,HR2,10/25/2016,3.90,NS,2600,NS,224,NS,NS,,,,,,
,K1,10/25/2016,7.20,7.04,16,NS,3,NS,5.0,,,,,,
,K2,10/25/2016,6.97,7.15,40,NS,6,NS,4.0,,,,,,
,K3,10/25/2016,7.12,6.86,104,NS,16,NS,5.5,,,,,,
,K4,10/25/2016,6.84,6.00,44,NS,10,NS,5.0,,,,,,
,K5,10/25/2016,6.89,7.06,44,NS,6,NS,6.0,,,,,,
,K5A,10/25/2016,7.52,7.33,20,NS,7,NS,4.5,,,,,,
,K6,10/25/2016,8.35,8.42,1,NS,10,NS,4.5,,,,,,
,N6,10/25/2016,6.99,6.86,32,NS,8,NS,4.0,,,,,,
,N8,10/25/2016,7.49,6.94,10,NS,4,NS,4.5,,,,,,
,NC0,10/25/2016,0.00,0.00,6000,6000,2320,3000,3.0,,,,,,
,NC1,10/25/2016,1.30,1.50,19800,13600,176,92,3.5,,,,,,
,NC2,10/25/2016,2.34,2.47,19000,12000,136,96,5.0,,,,,,
,NC3,10/25/2016,4.32,4.80,10100,6300,56,24,5.5,,,,,,
,WC1,10/25/2016,5.10,NS,1009,NS,60,NS,NS,,,,,,
,WC2,10/25/2016,2.30,NS,1118,NS,110,NS,NS,,,,,,
,WC3,10/25/2016,7.68,NS,108,NS,4,NS,NS,,,,,,
,E10,10/24/2016,7.60,7.50,39,NS,1,NS,4.5,,,,,,
,E11,10/24/2016,7.31,NS,220,NS,2,NS,2.0,,,,,,
,E14,10/24/2016,6.79,6.87,122,NS,8,NS,3.5,,,,,,
,E15,10/24/2016,7.04,NS,2500,NS,44,NS,1.5,,,,,,
,E2,10/24/2016,6.50,6.41,132,NS,20,NS,4.0,,,,,,
,E4,10/24/2016,6.86,6.12,250,NS,6,NS,5.0,,,,,,
,E6,10/24/2016,7.20,7.12,250,NS,40,NS,3.5,,,,,,
,E7,10/24/2016,7.26,7.24,113,NS,10,NS,3.0,,,,,,
,E8,10/24/2016,7.79,7.30,78,NS,1,NS,4.5,,,,,,
,FB1,10/24/2016,7.58,7.29,380,NS,4,NS,2.0,,,,,,
,FLC1,10/24/2016,5.47,NS,10000,NS,600,NS,1.0,,,,,,
,FLC2,10/24/2016,6.58,6.47,5900,NS,106,NS,1.5,,,,,,
,H3,10/24/2016,6.24,6.21,120,NS,20,NS,6.0,,,,,,
,N1,10/24/2016,7.50,6.89,50,NS,25,NS,3.0,,,,,,
,N3B,10/24/2016,6.66,6.27,58,NS,22,NS,2.5,,,,,,
,N4,10/24/2016,6.93,6.24,58,NS,33,NS,3.0,,,,,,
,N5,10/24/2016,7.23,6.69,59,NS,9,NS,4.0,,,,,,
,NR1,10/24/2016,7.30,6.58,56,NS,21,NS,3.0,,,,,,
,AC1,10/20/2016,7.91,NS,3000,NS,1200,NS,NS,,,,,,
,AC2,10/20/2016,8.83,NS,6909,NS,1500,NS,NS,,,,,,
,BR1,10/20/2016,7.19,NS,747,NS,800,NS,NS,,,,,,
,BR3,10/20/2016,3.32,NS,36,NS,80,NS,NS,,,,,,
,E12,10/20/2016,6.69,NS,28,NS,4,NS,NS,,,,,,
,E13,10/20/2016,7.39,NS,3,NS,8,NS,NS,,,,,,
,HR03,10/20/2016,3.97,NS,190,NS,44,NS,NS,,,,,,
,HR1,10/20/2016,5.16,NS,1500,NS,24,NS,NS,,,,,,
,HR2,10/20/2016,2.52,NS,100,NS,162,NS,NS,,,,,,
,WC1,10/20/2016,4.88,NS,76,NS,39,NS,NS,,,,,,
,WC2,10/20/2016,3.07,NS,62,NS,33,NS,NS,,,,,,
,WC3,10/20/2016,6.25,NS,16,NS,6,NS,NS,,,,,,
,BB2,10/19/2016,5.45,6.01,40,NS,4,NS,4.0,,,,,,
,BB4,10/19/2016,6.29,7.12,100,NS,1,NS,2.5,,,,,,
,CIC2,10/19/2016,6.93,NS,1712,NS,16,NS,NS,,,,,,
,GC3,10/19/2016,8.71,8.74,12,20,4,4,NS,,,,,,
,GC4,10/19/2016,8.63,8.63,44,32,8,20,NS,,,,,,
,GC5,10/19/2016,8.53,8.46,40,40,8,8,NS,,,,,,
,GC6,10/19/2016,7.69,7.65,136,92,330,40,NS,,,,,,
,GHC,10/19/2016,6.55,5.87,4,NS,1,NS,6.5,,,,,,
,HOB,10/19/2016,6.83,6.64,12,NS,3,NS,5.5,,,,,,
,J1,10/19/2016,6.38,6.03,4,NS,1,NS,6.0,,,,,,
,J10,10/19/2016,6.97,5.76,1,NS,2,NS,6.0,,,,,,
,J11,10/19/2016,6.25,6.80,45,NS,2,NS,5.5,,,,,,
,J12,10/19/2016,5.66,5.27,1,NS,10,NS,5.0,,,,,,
,J2,10/19/2016,6.82,6.29,1,NS,1,NS,6.5,,,,,,
,J3,10/19/2016,7.29,7.21,2,NS,2,NS,6.0,,,,,,
,J5,10/19/2016,6.27,5.46,5,NS,1,NS,6.5,,,,,,
,J7,10/19/2016,7.30,6.75,24,NS,1,NS,4.0,,,,,,
,J8,10/19/2016,6.52,5.72,4,NS,2,NS,6.0,,,,,,
,J9A,10/19/2016,6.18,5.98,1,NS,1,NS,6.0,,,,,,
,JA1,10/19/2016,6.96,6.25,4,NS,3,NS,5.0,,,,,,
,N16,10/19/2016,6.09,4.95,1,NS,1,NS,7.0,,,,,,
,N9,10/19/2016,6.10,6.71,1,NS,1,NS,6.0,,,,,,
,N9A,10/19/2016,6.86,7.19,1,NS,1,NS,7.5,,,,,,
,PB2,10/19/2016,5.31,6.39,8,NS,2,NS,4.0,,,,,,
,PB3,10/19/2016,6.90,6.02,12,NS,10,NS,6.0,,,,,,
,SP1,10/19/2016,6.75,NS,127,NS,62,NS,NS,,,,,,
,SP2,10/19/2016,5.72,NS,6,NS,1,NS,6.0,,,,,,
,TB1,10/19/2016,5.53,5.28,10,NS,14,NS,6.0,,,,,,
,TB2,10/19/2016,5.99,6.18,10,NS,5,NS,5.5,,,,,,
,CIC3,10/18/2016,7.22,6.58,60,NS,2,NS,6.5,,,,,,
,F1,10/18/2016,7.05,NS,330,NS,2,NS,NS,,,,,,
,F5,10/18/2016,7.18,NS,122,NS,8,NS,NS,,,,,,
,G2,10/18/2016,5.84,5.10,4,NS,53,NS,5.0,,,,,,
,GB1,10/18/2016,6.68,4.99,4,NS,1,NS,6.0,,,,,,
,HC1,10/18/2016,5.75,NS,76,NS,12,NS,NS,,,,,,
,HC2,10/18/2016,6.83,NS,10,NS,2,NS,NS,,,,,,
,HC3,10/18/2016,6.94,NS,18,NS,2,NS,NS,,,,,,
,J14,10/18/2016,8.21,NS,4,NS,2,NS,NS,,,,,,
,J15,10/18/2016,8.18,NS,4,NS,2,NS,NS,,,,,,
,J16,10/18/2016,8.47,NS,8,NS,4,NS,NS,,,,,,
,K1,10/18/2016,5.73,5.66,20,NS,4,NS,4.0,,,,,,
,K2,10/18/2016,5.98,5.49,32,NS,1,NS,4.5,,,,,,
,K3,10/18/2016,5.95,5.68,16,NS,4,NS,5.5,,,,,,
,K4,10/18/2016,5.65,5.45,8,NS,7,NS,4.0,,,,,,
,K5,10/18/2016,6.41,5.96,22,NS,7,NS,4.5,,,,,,
,K5A,10/18/2016,7.06,6.82,2,NS,1,NS,5.0,,,,,,
,K6,10/18/2016,7.04,6.66,1,NS,1,NS,5.0,,,,,,
,N6,10/18/2016,5.37,5.30,4,NS,1,NS,4.0,,,,,,
,N7,10/18/2016,6.69,6.35,4,NS,1,NS,4.5,,,,,,
,N8,10/18/2016,6.24,6.66,2,NS,1,NS,4.5,,,,,,
,NC0,10/18/2016,3.48,3.27,48,32,28,36,3.0,,,,,,
,NC1,10/18/2016,6.73,7.31,164,104,24,24,2.0,,,,,,
,NC2,10/18/2016,4.91,6.16,12,48,20,20,1.0,,,,,,
,NC3,10/18/2016,6.45,4.76,12,8,80,12,4.0,,,,,,
,BR5,10/17/2016,6.88,6.82,18,NS,4,NS,3.0,,,,,,
,E10,10/17/2016,7.23,7.29,2,NS,1,NS,4.5,,,,,,
,E11,10/17/2016,7.01,NS,4,NS,2,NS,4.5,,,,,,
,E14,10/17/2016,6.81,6.91,10,NS,3,NS,4.0,,,,,,
,E15,10/17/2016,6.80,6.58,52,NS,1,NS,3.5,,,,,,
,E2,10/17/2016,6.79,6.58,8,NS,5,NS,2.5,,,,,,
,E4,10/17/2016,6.63,6.37,3,NS,5,NS,2.5,,,,,,
,E6,10/17/2016,6.55,6.54,10,NS,6,NS,5.0,,,,,,
,E7,10/17/2016,6.85,6.81,8,NS,2,NS,3.5,,,,,,
,E8,10/17/2016,6.98,7.06,5,NS,3,NS,3.5,,,,,,
,FB1,10/17/2016,6.88,6.54,56,NS,9,NS,3.0,,,,,,
,FLC2,10/17/2016,6.85,6.65,80,NS,9,NS,4.0,,,,,,
,H3,10/17/2016,6.64,6.09,31,NS,8,NS,2.0,,,,,,
,LN1,10/17/2016,8.11,NS,8,NS,7,NS,4.5,,,,,,
,N1,10/17/2016,6.68,6.36,10,NS,2,NS,2.0,,,,,,
,N3B,10/17/2016,6.32,5.97,13,NS,2,NS,2.5,,,,,,
,N4,10/17/2016,6.65,6.54,8,NS,1,NS,2.0,,,,,,
