,,,,,,,,,,,,,,,
,J9A,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,N16,10/03/2012,6.76,6.87,1,NS,2,NS,9.0,,,,,,
,N9,10/03/2012,5.70,6.03,5,NS,2,NS,10.0,,,,,,
,N9A,10/03/2012,5.70,5.85,2,NS,2,NS,7.0,,,,,,
,PB2,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,PB3,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,SP2,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,G2,10/02/2012,4.92,5.73,1300,NS,220,NS,5.0,,,,,,
,GB1,10/02/2012,6.33,NS,15,NS,2,NS,NS,,,,,,
,K1,10/02/2012,6.05,6.02,18,NS,8,NS,3.0,,,,,,
,K2,10/02/2012,6.54,6.52,10,NS,2,NS,3.0,,,,,,
,K3,10/02/2012,5.93,5.96,13,NS,11,NS,2.5,,,,,,
,K4,10/02/2012,5.58,5.51,20,NS,2,NS,3.0,,,,,,
,K5,10/02/2012,5.89,5.86,9,NS,3,NS,2.0,,,,,,
,K5A,10/02/2012,6.20,5.82,12,NS,1,NS,2.0,,,,,,
,K6,10/02/2012,7.18,7.16,3,NS,1,NS,4.0,,,,,,
,N6,10/02/2012,6.06,5.99,38,NS,10,NS,3.5,,,,,,
,N7,10/02/2012,6.07,6.44,10,NS,1,NS,5.0,,,,,,
,N8,10/02/2012,6.39,6.23,6,NS,1,NS,4.0,,,,,,
,NC0,10/02/2012,0.59,1.08,450,630,84,92,1.5,,,,,,
,NC1,10/02/2012,2.24,2.20,580,267,64,72,1.0,,,,,,
,NC2,10/02/2012,5.19,4.81,600,440,36,40,1.5,,,,,,
,NC3,10/02/2012,5.81,5.35,236,104,36,36,1.5,,,,,,
,BR5,10/01/2012,6.17,NS,220,NS,9,NS,2.5,,,,,,
,E10,10/01/2012,6.26,6.12,31,NS,1,NS,3.0,,,,,,
,E11,10/01/2012,5.98,NS,71,NS,3,NS,3.0,,,,,,
,E14,10/01/2012,5.58,5.65,77,NS,4,NS,3.0,,,,,,
,E15,10/01/2012,5.87,5.81,200,NS,3,NS,3.0,,,,,,
,E2,10/01/2012,5.60,5.55,64,NS,13,NS,2.5,,,,,,
,E4,10/01/2012,5.30,5.40,81,NS,6,NS,3.0,,,,,,
,E6,10/01/2012,5.51,5.38,50,NS,5,NS,4.0,,,,,,
,E7,10/01/2012,5.75,5.85,86,NS,4,NS,3.5,,,,,,
,E8,10/01/2012,6.08,5.88,85,NS,11,NS,3.0,,,,,,
,FB1,10/01/2012,5.93,5.82,140,NS,5,NS,3.0,,,,,,
,FLC1,10/01/2012,4.41,4.35,2700,NS,120,NS,4.0,,,,,,
,FLC2,10/01/2012,5.64,5.54,800,NS,17,NS,3.5,,,,,,
,H3,10/01/2012,5.93,6.15,300,NS,74,NS,1.5,,,,,,
,LN1,10/01/2012,6.33,NS,35,NS,8,NS,2.0,,,,,,
,N1,10/01/2012,6.43,6.35,84,NS,9,NS,2.0,,,,,,
,N3B,10/01/2012,6.15,5.48,72,NS,17,NS,2.5,,,,,,
,N4,10/01/2012,6.06,5.48,102,NS,12,NS,2.0,,,,,,
,N5,10/01/2012,6.14,5.66,31,NS,6,NS,2.5,,,,,,
,CIC2,09/27/2012,2.61,NS,167000,NS,13200,NS,NS,,,,,,
,GC3,09/27/2012,18.54,18.38,120,124,232,250,NS,,,,,,
,GC4,09/27/2012,14.63,12.54,112,100,104,88,NS,,,,,,
,GC5,09/27/2012,10.25,10.06,69,73,48,80,NS,,,,,,
,GC6,09/27/2012,7.56,4.90,61,34,60,20,NS,,,,,,
,BB2,09/26/2012,1.04,NS,4000,NS,40,NS,2.0,,,,,,
,BB4,09/26/2012,4.39,6.21,1800,NS,6,NS,3.0,,,,,,
,CIC3,09/26/2012,6.07,6.36,3000,NS,16,NS,5.0,,,,,,
,GB1,09/26/2012,6.88,6.93,6,NS,4,NS,5.0,,,,,,
,J1,09/26/2012,6.69,7.21,3,NS,1,NS,4.0,,,,,,
,J10,09/26/2012,6.23,6.55,27,NS,1,NS,3.5,,,,,,
,J11,09/26/2012,7.32,7.12,112,NS,2,NS,4.0,,,,,,
,J12,09/26/2012,7.93,6.91,18,NS,1,NS,3.0,,,,,,
,J2,09/26/2012,6.26,6.05,28,NS,1,NS,3.5,,,,,,
,J3,09/26/2012,6.80,5.72,45,NS,1,NS,3.0,,,,,,
,J5,09/26/2012,6.77,6.84,14,NS,1,NS,3.0,,,,,,
,J7,09/26/2012,6.75,6.18,800,NS,2,NS,3.0,,,,,,
,J8,09/26/2012,6.77,6.50,84,NS,4,NS,3.0,,,,,,
,J9A,09/26/2012,6.63,6.54,50,NS,4,NS,2.5,,,,,,
,N16,09/26/2012,6.81,6.81,1,NS,1,NS,6.0,,,,,,
,N9,09/26/2012,7.12,7.06,23,NS,5,NS,5.0,,,,,,
,N9A,09/26/2012,6.54,6.48,2,NS,1,NS,5.0,,,,,,
,PB2,09/26/2012,5.96,5.20,46,NS,1,NS,2.5,,,,,,
,PB3,09/26/2012,6.43,NS,44,NS,1,NS,3.0,,,,,,
,SP2,09/26/2012,7.12,NS,58,NS,3,NS,3.0,,,,,,
,G2,09/25/2012,5.87,5.68,3,NS,2,NS,4.0,,,,,,
,GB1,09/25/2012,6.74,NS,76,NS,1,NS,NS,,,,,,
,K1,09/25/2012,5.99,5.99,15,NS,2,NS,3.0,,,,,,
,K2,09/25/2012,5.64,5.90,55,NS,2,NS,3.5,,,,,,
,K3,09/25/2012,5.89,5.51,120,NS,1,NS,3.0,,,,,,
,K4,09/25/2012,6.12,5.89,204,NS,4,NS,3.0,,,,,,
,K5,09/25/2012,5.19,5.20,128,NS,5,NS,3.0,,,,,,
,K5A,09/25/2012,5.83,5.94,9,NS,1,NS,2.5,,,,,,
,K6,09/25/2012,7.28,7.40,38,NS,1,NS,3.0,,,,,,
,N6,09/25/2012,5.51,5.53,8,NS,1,NS,2.5,,,,,,
,N7,09/25/2012,5.33,5.78,13,NS,4,NS,3.0,,,,,,
,N8,09/25/2012,4.58,5.45,6,NS,1,NS,5.0,,,,,,
,NC0,09/25/2012,4.94,5.02,1390,990,225,156,2.0,,,,,,
,NC1,09/25/2012,5.70,5.24,310,370,28,16,2.0,,,,,,
,NC2,09/25/2012,5.24,4.71,212,260,16,44,2.0,,,,,,
,NC3,09/25/2012,4.45,4.69,220,236,24,32,2.0,,,,,,
,AC1,09/24/2012,3.76,NS,4600,NS,1300,NS,NS,,,,,,
,BR1,09/24/2012,7.42,NS,1400,NS,236,NS,NS,,,,,,
,BR3,09/24/2012,4.72,NS,1200,NS,152,NS,NS,,,,,,
,BR5,09/24/2012,5.87,NS,136,NS,62,NS,2.0,,,,,,
,E10,09/24/2012,6.88,6.24,2,NS,1,NS,4.5,,,,,,
,E11,09/24/2012,8.66,NS,3,NS,2,NS,1.5,,,,,,
,E14,09/24/2012,6.25,6.08,36,NS,10,NS,2.0,,,,,,
,E15,09/24/2012,6.20,6.31,360,NS,13,NS,2.0,,,,,,
,E2,09/24/2012,5.55,5.54,50,NS,15,NS,3.0,,,,,,
,E4,09/24/2012,5.69,5.94,32,NS,3,NS,4.0,,,,,,
,E6,09/24/2012,6.23,6.49,45,NS,4,NS,3.0,,,,,,
,E7,09/24/2012,6.47,6.36,36,NS,10,NS,3.0,,,,,,
,E8,09/24/2012,6.80,6.29,10,NS,1,NS,4.0,,,,,,
,FB1,09/24/2012,5.95,6.31,280,NS,4,NS,2.5,,,,,,
,FLC1,09/24/2012,3.91,3.90,2200,NS,102,NS,2.5,,,,,,
,FLC2,09/24/2012,5.00,5.00,4500,NS,30,NS,3.0,,,,,,
,H3,09/24/2012,5.49,5.76,284,NS,118,NS,2.0,,,,,,
,HC1,09/24/2012,4.29,NS,132,NS,40,NS,NS,,,,,,
,HC2,09/24/2012,4.88,NS,5,NS,2,NS,NS,,,,,,
,LN1,09/24/2012,7.84,NS,23,NS,9,NS,2.0,,,,,,
,N1,09/24/2012,7.59,5.84,13,NS,6,NS,2.5,,,,,,
,N3B,09/24/2012,6.67,5.62,69,NS,8,NS,2.5,,,,,,
,N4,09/24/2012,7.08,5.81,51,NS,12,NS,2.0,,,,,,
,N5,09/24/2012,6.70,6.78,23,NS,1,NS,3.0,,,,,,
,SP1,09/24/2012,5.23,NS,192,NS,42,NS,NS,,,,,,
,CIC2,09/20/2012,5.06,NS,1400,NS,20,NS,NS,,,,,,
,F5,09/20/2012,5.09,NS,12100,NS,4,NS,NS,,,,,,
,GB1,09/20/2012,5.62,NS,219,NS,26,NS,NS,,,,,,
,GC3,09/20/2012,5.72,2.76,37000,27000,900,1200,NS,,,,,,
,GC4,09/20/2012,4.07,2.55,23000,12000,800,800,NS,,,,,,
,GC5,09/20/2012,4.73,3.10,32000,20000,290,490,NS,,,,,,
,GC6,09/20/2012,4.45,3.97,2000,18000,110,340,NS,,,,,,
,J14,09/20/2012,6.39,NS,104,NS,4,NS,NS,,,,,,
,J16,09/20/2012,6.08,NS,237,NS,4,NS,NS,,,,,,
,BB2,09/19/2012,4.04,NS,8900,NS,440,NS,2.0,,,,,,
,BB4,09/19/2012,5.57,5.08,5500,NS,93,NS,2.0,,,,,,
,CIC3,09/19/2012,6.62,5.40,24000,NS,1900,NS,3.0,,,,,,
,GB1,09/19/2012,5.58,5.83,300,NS,44,NS,3.0,,,,,,
,J1,09/19/2012,4.85,5.57,144,NS,16,NS,4.0,,,,,,
,J10,09/19/2012,4.17,5.40,13300,NS,99,NS,3.0,,,,,,
,J11,09/19/2012,5.02,5.66,750,NS,56,NS,4.0,,,,,,
,J12,09/19/2012,5.84,5.13,2000,NS,64,NS,2.5,,,,,,
,J2,09/19/2012,5.52,5.58,104,NS,6,NS,2.5,,,,,,
,J3,09/19/2012,5.36,5.59,4500,NS,8,NS,3.0,,,,,,
,J5,09/19/2012,5.15,6.07,770,NS,2,NS,3.0,,,,,,
,J7,09/19/2012,6.02,5.94,3000,NS,40,NS,2.5,,,,,,
,J8,09/19/2012,5.31,5.34,1100,NS,75,NS,2.5,,,,,,
,J9A,09/19/2012,5.50,5.64,430,NS,14,NS,3.0,,,,,,
,N16,09/19/2012,4.74,5.69,1,NS,2,NS,4.0,,,,,,
,N9,09/19/2012,4.02,5.24,160,NS,6,NS,3.5,,,,,,
,N9A,09/19/2012,5.16,5.37,168,NS,4,NS,4.0,,,,,,
,PB2,09/19/2012,3.78,4.46,4000,NS,196,NS,2.0,,,,,,
,PB3,09/19/2012,5.45,NS,4000,NS,87,NS,3.0,,,,,,
,SP2,09/19/2012,6.71,NS,850,NS,4,NS,2.0,,,,,,
,AC1,09/17/2012,3.88,NS,192,NS,36,NS,NS,,,,,,
,BR1,09/17/2012,7.34,NS,400,NS,112,NS,NS,,,,,,
,BR3,09/17/2012,2.60,NS,264,NS,32,NS,NS,,,,,,
,BR5,09/17/2012,5.95,NS,42,NS,1,NS,3.5,,,,,,
,E10,09/17/2012,5.20,4.87,1,NS,1,NS,3.5,,,,,,
,E11,09/17/2012,5.30,NS,12,NS,1,NS,4.0,,,,,,
,E14,09/17/2012,5.15,5.12,14,NS,1,NS,4.0,,,,,,
,E15,09/17/2012,5.42,5.41,92,NS,1,NS,2.5,,,,,,
,E2,09/17/2012,4.94,4.95,17,NS,5,NS,2.5,,,,,,
,E4,09/17/2012,5.10,4.92,12,NS,3,NS,3.5,,,,,,
,E6,09/17/2012,5.19,5.13,6,NS,2,NS,4.0,,,,,,
,E7,09/17/2012,5.21,5.04,6,NS,2,NS,4.0,,,,,,
,E8,09/17/2012,5.13,4.71,8,NS,2,NS,4.5,,,,,,
,FB1,09/17/2012,5.28,5.14,140,NS,2,NS,4.0,,,,,,
,FLC1,09/17/2012,4.84,4.80,2300,NS,74,NS,3.0,,,,,,
,FLC2,09/17/2012,5.64,5.47,256,NS,10,NS,2.5,,,,,,
,H3,09/17/2012,4.89,4.88,86,NS,13,NS,2.0,,,,,,
,HC1,09/17/2012,3.06,NS,39,NS,6,NS,NS,,,,,,
,HC2,09/17/2012,4.97,NS,580,NS,6,NS,NS,,,,,,
,LN1,09/17/2012,7.68,NS,34,NS,4,NS,2.5,,,,,,
,N1,09/17/2012,5.16,4.90,66,NS,8,NS,2.0,,,,,,
,N3B,09/17/2012,5.11,4.87,184,NS,36,NS,2.0,,,,,,
,N4,09/17/2012,5.08,4.90,96,NS,22,NS,2.0,,,,,,
,N5,09/17/2012,5.13,4.95,20,NS,10,NS,3.0,,,,,,
,SP1,09/17/2012,5.46,NS,500,NS,168,NS,NS,,,,,,
,CIC2,09/13/2012,6.81,NS,73000,NS,1700,NS,NS,,,,,,
,F5,09/13/2012,7.57,5.68,301,NS,2,NS,NS,,,,,,
,GB1,09/13/2012,5.76,5.52,17,NS,1,NS,NS,,,,,,
,GC3,09/13/2012,5.12,1.12,200,312,310,209,NS,,,,,,
,GC4,09/13/2012,3.74,1.13,216,124,188,176,NS,,,,,,
,GC5,09/13/2012,4.48,2.38,240,156,108,92,NS,,,,,,
,GC6,09/13/2012,4.49,2.36,108,104,32,104,NS,,,,,,
,J14,09/13/2012,13.80,NS,4,NS,2,NS,NS,,,,,,
,J16,09/13/2012,9.29,8.71,45,NS,2,NS,NS,,,,,,
,BB2,09/12/2012,1.57,NS,44000,NS,37,NS,1.5,,,,,,
,BB4,09/12/2012,4.47,4.26,2600,NS,4,NS,2.5,,,,,,
,CIC3,09/12/2012,6.29,5.99,7400,NS,15,NS,3.5,,,,,,
,GB1,09/12/2012,5.75,5.19,29,NS,2,NS,7.0,,,,,,
,J1,09/12/2012,7.24,6.37,2,NS,1,NS,3.0,,,,,,
,J10,09/12/2012,7.32,7.64,38,NS,1,NS,2.5,,,,,,
,J11,09/12/2012,6.36,6.39,228,NS,3,NS,4.5,,,,,,
,J12,09/12/2012,7.92,3.65,44,NS,1,NS,2.0,,,,,,
,J2,09/12/2012,7.20,5.91,28,NS,1,NS,2.0,,,,,,
,J3,09/12/2012,6.97,5.66,47,NS,1,NS,2.0,,,,,,
,J5,09/12/2012,7.76,7.70,5,NS,4,NS,2.0,,,,,,
,J7,09/12/2012,5.68,4.57,380,NS,1,NS,2.5,,,,,,
,J8,09/12/2012,5.88,4.89,356,NS,1,NS,2.5,,,,,,
,J9A,09/12/2012,6.94,6.24,70,NS,1,NS,2.5,,,,,,
,N16,09/12/2012,5.20,5.06,2,NS,1,NS,7.0,,,,,,
,N9,09/12/2012,5.38,5.44,13,NS,1,NS,8.5,,,,,,
,N9A,09/12/2012,5.99,6.00,3,NS,1,NS,5.0,,,,,,
,PB2,09/12/2012,3.11,3.05,251,NS,1,NS,1.5,,,,,,
,PB3,09/12/2012,6.68,NS,118,NS,2,NS,2.0,,,,,,
,SP2,09/12/2012,6.50,NS,336,NS,1,NS,2.0,,,,,,
,G2,09/11/2012,5.00,3.89,63,NS,2,NS,6.5,,,,,,
,GB1,09/11/2012,5.89,NS,53,NS,4,NS,NS,,,,,,
,K1,09/11/2012,4.85,3.86,20,NS,3,NS,4.0,,,,,,
,K2,09/11/2012,6.33,5.61,15,NS,2,NS,4.0,,,,,,
,K3,09/11/2012,5.10,4.93,33,NS,2,NS,4.0,,,,,,
,K4,09/11/2012,4.78,3.80,84,NS,2,NS,5.0,,,,,,
,K5,09/11/2012,4.99,4.36,9,NS,2,NS,3.0,,,,,,
,K5A,09/11/2012,6.15,5.45,4,NS,1,NS,2.0,,,,,,
,K6,09/11/2012,6.54,6.22,1,NS,1,NS,4.0,,,,,,
,N6,09/11/2012,4.97,3.60,45,NS,1,NS,4.0,,,,,,
,N7,09/11/2012,5.63,4.73,28,NS,2,NS,4.0,,,,,,
,N8,09/11/2012,5.61,3.35,22,NS,1,NS,5.0,,,,,,
,NC0,09/11/2012,0.00,0.00,7600,6300,1180,1400,1.5,,,,,,
,NC1,09/11/2012,1.87,0.40,1200,740,88,128,2.0,,,,,,
,NC2,09/11/2012,0.89,0.70,500,460,28,80,2.0,,,,,,
,NC3,09/11/2012,1.77,2.79,480,284,16,50,3.0,,,,,,
,AC1,09/10/2012,2.65,NS,4300,NS,2100,NS,NS,,,,,,
,BR1,09/10/2012,6.14,NS,4900,NS,2000,NS,NS,,,,,,
,BR3,09/10/2012,2.67,NS,8100,NS,580,NS,NS,,,,,,
,BR5,09/10/2012,3.69,NS,3800,NS,41,NS,3.5,,,,,,
,E10,09/10/2012,4.92,2.22,49,NS,1,NS,6.5,,,,,,
,E11,09/10/2012,4.98,NS,436,NS,2,NS,2.0,,,,,,
,E14,09/10/2012,3.54,3.21,484,NS,8,NS,5.5,,,,,,
,E15,09/10/2012,5.70,5.97,800,NS,9,NS,3.0,,,,,,
,E2,09/10/2012,3.62,3.80,468,NS,12,NS,5.0,,,,,,
,E4,09/10/2012,2.37,2.80,336,NS,10,NS,5.5,,,,,,
,E6,09/10/2012,4.83,4.11,300,NS,3,NS,4.5,,,,,,
,E7,09/10/2012,3.76,2.91,360,NS,6,NS,5.0,,,,,,
,E8,09/10/2012,4.15,2.42,568,NS,1,NS,4.5,,,,,,
,FB1,09/10/2012,4.28,4.27,980,NS,24,NS,2.0,,,,,,
,FLC1,09/10/2012,1.55,1.57,78000,NS,580,NS,2.0,,,,,,
,FLC2,09/10/2012,3.78,3.50,8300,NS,46,NS,2.5,,,,,,
,H3,09/10/2012,3.91,3.83,800,NS,160,NS,3.0,,,,,,
,HC1,09/10/2012,3.83,NS,7500,NS,10,NS,NS,,,,,,
,HC2,09/10/2012,3.54,NS,45,NS,10,NS,NS,,,,,,
,LN1,09/10/2012,7.51,NS,152,NS,4,NS,1.0,,,,,,
,N1,09/10/2012,7.52,4.08,284,NS,8,NS,2.5,,,,,,
,N3B,09/10/2012,6.36,4.10,188,NS,9,NS,3.0,,,,,,
,N4,09/10/2012,4.28,6.49,248,NS,3,NS,3.0,,,,,,
,N5,09/10/2012,5.52,4.27,80,NS,1,NS,3.0,,,,,,
,SP1,09/10/2012,6.29,NS,33000,NS,700,NS,NS,,,,,,
,BB2,09/06/2012,0.52,NS,9900,NS,316,NS,1.5,,,,,,
,BB4,09/06/2012,1.37,1.12,950,NS,6,NS,4.5,,,,,,
,CIC2,09/06/2012,3.98,NS,24000,NS,70,NS,NS,,,,,,
,CIC3,09/06/2012,5.02,4.99,2500,NS,10,NS,5.0,,,,,,
,GB1,09/06/2012,5.24,5.09,200,NS,4,NS,6.5,,,,,,
,GC3,09/06/2012,5.85,2.68,34000,30000,200,320,NS,,,,,,
,GC4,09/06/2012,4.19,1.63,32000,28000,80,140,NS,,,,,,
,GC5,09/06/2012,3.21,1.27,25000,3400,10,90,NS,,,,,,
,GC6,09/06/2012,2.48,2.62,4900,3600,110,60,NS,,,,,,
,J1,09/06/2012,4.28,4.13,92,NS,4,NS,5.5,,,,,,
,J10,09/06/2012,3.43,3.89,193,NS,2,NS,4.0,,,,,,
,J11,09/06/2012,4.44,3.74,140,NS,2,NS,5.5,,,,,,
,J12,09/06/2012,2.54,2.53,640,NS,6,NS,4.0,,,,,,
,J2,09/06/2012,4.59,3.92,31,NS,2,NS,3.5,,,,,,
,J3,09/06/2012,3.83,3.37,132,NS,2,NS,3.0,,,,,,
,J5,09/06/2012,4.00,3.83,36,NS,2,NS,5.0,,,,,,
,J7,09/06/2012,2.84,2.51,2800,NS,2,NS,5.5,,,,,,
,J8,09/06/2012,3.64,3.60,204,NS,2,NS,4.0,,,,,,
,J9A,09/06/2012,4.34,3.70,124,NS,2,NS,3.5,,,,,,
,N16,09/06/2012,5.90,5.57,5,NS,2,NS,9.5,,,,,,
,N9,09/06/2012,4.35,4.08,30,NS,2,NS,7.0,,,,,,
,N9A,09/06/2012,4.19,4.19,42,NS,2,NS,8.0,,,,,,
,PB2,09/06/2012,0.88,0.39,172,NS,6,NS,3.0,,,,,,
,PB3,09/06/2012,2.03,NS,183,NS,4,NS,4.0,,,,,,
,SP2,09/06/2012,4.43,NS,460,NS,2,NS,3.5,,,,,,
,G2,09/05/2012,4.13,4.01,4000,NS,192,NS,2.5,,,,,,
,GB1,09/05/2012,5.77,NS,132,NS,2,NS,NS,,,,,,
,K1,09/05/2012,5.18,5.20,226,NS,18,NS,4.5,,,,,,
,K2,09/05/2012,5.62,5.42,380,NS,14,NS,5.0,,,,,,
,K3,09/05/2012,5.13,4.93,900,NS,30,NS,4.0,,,,,,
,K4,09/05/2012,4.60,4.49,220,NS,22,NS,4.0,,,,,,
,K5,09/05/2012,5.60,4.86,64,NS,2,NS,2.5,,,,,,
,K5A,09/05/2012,6.52,5.29,25,NS,40,NS,2.0,,,,,,
,K6,09/05/2012,6.67,6.18,3,NS,2,NS,3.0,,,,,,
,N6,09/05/2012,5.66,5.05,58,NS,2,NS,5.5,,,,,,
,N7,09/05/2012,5.35,5.18,84,NS,10,NS,7.0,,,,,,
,N8,09/05/2012,5.45,5.28,68,NS,6,NS,5.0,,,,,,
,NC0,09/05/2012,0.29,0.16,990,2100,920,1180,3.5,,,,,,
,NC1,09/05/2012,1.24,1.18,5400,2500,680,425,4.0,,,,,,
,NC2,09/05/2012,2.02,2.05,17000,14000,15200,12800,3.0,,,,,,
,NC3,09/05/2012,2.98,3.03,9800,3200,1140,860,3.5,,,,,,
,AC1,09/04/2012,7.40,NS,78000,NS,2900,NS,NS,,,,,,
,BR1,09/04/2012,5.90,NS,1500,NS,216,NS,NS,,,,,,
,BR3,09/04/2012,0.63,NS,232,NS,96,NS,NS,,,,,,
,BR5,09/04/2012,4.71,NS,95,NS,8,NS,2.5,,,,,,
,E10,09/04/2012,4.04,4.03,6,NS,1,NS,5.0,,,,,,
,E11,09/04/2012,3.66,NS,9,NS,1,NS,4.0,,,,,,
,E14,09/04/2012,3.51,3.63,15,NS,3,NS,5.0,,,,,,
,E15,09/04/2012,7.75,4.30,216,NS,11,NS,2.0,,,,,,
,E2,09/04/2012,4.08,4.21,21,NS,6,NS,4.0,,,,,,
,E4,09/04/2012,3.63,4.41,30,NS,5,NS,4.5,,,,,,
,E6,09/04/2012,3.80,3.89,25,NS,2,NS,3.0,,,,,,
,E7,09/04/2012,3.74,3.63,17,NS,4,NS,4.0,,,,,,
,E8,09/04/2012,2.79,3.07,11,NS,4,NS,4.0,,,,,,
,FB1,09/04/2012,3.64,3.22,92,NS,8,NS,2.0,,,,,,
,FLC1,09/04/2012,2.94,3.33,2500,NS,890,NS,2.5,,,,,,
,FLC2,09/04/2012,3.83,3.97,324,NS,96,NS,2.5,,,,,,
,H3,09/04/2012,4.44,4.44,300,NS,104,NS,1.5,,,,,,
,HC1,09/04/2012,1.19,NS,164,NS,54,NS,NS,,,,,,
,HC2,09/04/2012,4.25,NS,18,NS,2,NS,NS,,,,,,
,LN1,09/04/2012,4.32,NS,164,NS,8,NS,3.0,,,,,,
,N1,09/04/2012,4.99,4.06,54,NS,4,NS,2.5,,,,,,
,N3B,09/04/2012,4.62,4.41,109,NS,11,NS,2.5,,,,,,
,N4,09/04/2012,4.39,4.47,37,NS,3,NS,4.0,,,,,,
,N5,09/04/2012,5.26,4.89,27,NS,1,NS,5.0,,,,,,
,SP1,09/04/2012,3.83,NS,940,NS,480,NS,NS,,,,,,
,CIC2,08/30/2012,2.45,NS,200000,NS,2900,NS,NS,,,,,,
,GC3,08/30/2012,7.11,6.96,4300,4900,550,350,NS,,,,,,
,GC4,08/30/2012,4.70,2.16,4000,6200,220,330,NS,,,,,,
,GC5,08/30/2012,3.44,3.48,2100,2000,64,120,NS,,,,,,
,GC6,08/30/2012,2.76,1.90,1800,1300,28,44,NS,,,,,,
,BB2,08/29/2012,0.00,NS,7900,NS,760,NS,1.0,,,,,,
,BB4,08/29/2012,2.94,2.69,7800,NS,12,NS,2.0,,,,,,
,CIC3,08/29/2012,6.04,5.13,27000,NS,56,NS,3.5,,,,,,
,GB1,08/29/2012,5.05,5.10,2000,NS,360,NS,5.0,,,,,,
,J1,08/29/2012,4.67,4.47,510,NS,2,NS,3.5,,,,,,
,J10,08/29/2012,3.92,3.88,5300,NS,2,NS,2.5,,,,,,
,J11,08/29/2012,5.64,4.97,520,NS,14,NS,4.0,,,,,,
,J12,08/29/2012,4.84,3.47,2000,NS,8,NS,2.0,,,,,,
,J2,08/29/2012,3.95,3.63,2500,NS,2,NS,2.5,,,,,,
,J3,08/29/2012,3.38,3.45,5000,NS,2,NS,2.5,,,,,,
,J5,08/29/2012,4.19,5.39,620,NS,8,NS,2.5,,,,,,
,J7,08/29/2012,3.11,3.31,3700,NS,2,NS,3.0,,,,,,
,J8,08/29/2012,3.38,3.26,5100,NS,6,NS,2.5,,,,,,
,J9A,08/29/2012,3.53,3.13,3700,NS,4,NS,2.0,,,,,,
,N16,08/29/2012,5.69,5.00,484,NS,2,NS,6.5,,,,,,
,N9,08/29/2012,5.49,5.38,56,NS,2,NS,9.0,,,,,,
,N9A,08/29/2012,4.35,4.55,540,NS,2,NS,5.0,,,,,,
,PB2,08/29/2012,2.94,2.13,4000,NS,4,NS,2.5,,,,,,
,PB3,08/29/2012,3.30,NS,4000,NS,4,NS,3.0,,,,,,
,SP2,08/29/2012,2.66,NS,3500,NS,6,NS,2.0,,,,,,
,AC1,08/28/2012,1.51,NS,6300,NS,470,NS,NS,,,,,,
,BR1,08/28/2012,6.01,NS,79000,NS,36000,NS,NS,,,,,,
,BR3,08/28/2012,1.49,NS,157000,NS,4200,NS,NS,,,,,,
,G2,08/28/2012,5.69,5.08,4000,NS,96,NS,5.0,,,,,,
,GB1,08/28/2012,5.71,NS,790,NS,16,NS,NS,,,,,,
,HC1,08/28/2012,3.12,NS,200000,NS,1500,NS,NS,,,,,,
,HC2,08/28/2012,5.68,NS,740,NS,30,NS,NS,,,,,,
,K1,08/28/2012,5.31,6.05,580,NS,32,NS,3.5,,,,,,
,K2,08/28/2012,5.83,5.42,280,NS,42,NS,2.5,,,,,,
,K3,08/28/2012,5.51,5.71,1600,NS,20,NS,3.5,,,,,,
,K4,08/28/2012,4.97,5.27,2300,NS,148,NS,3.0,,,,,,
,K5,08/28/2012,4.46,3.74,233,NS,50,NS,3.5,,,,,,
,K5A,08/28/2012,5.73,5.38,136,NS,2,NS,2.5,,,,,,
,K6,08/28/2012,7.26,7.50,204,NS,2,NS,3.0,,,,,,
,N6,08/28/2012,4.93,5.34,585,NS,66,NS,3.0,,,,,,
,N7,08/28/2012,4.45,5.04,600,NS,26,NS,4.0,,,,,,
,N8,08/28/2012,5.38,5.30,440,NS,32,NS,4.5,,,,,,
,NC0,08/28/2012,0.00,0.00,93000,88000,10100,6800,2.0,,,,,,
,NC1,08/28/2012,4.65,2.90,200000,168000,15100,7600,1.5,,,,,,
,NC2,08/28/2012,2.68,2.46,155000,135000,8900,8400,2.0,,,,,,
,NC3,08/28/2012,3.13,3.14,98000,44000,3900,1200,2.0,,,,,,
,SP1,08/28/2012,3.40,NS,2000,NS,160,NS,NS,,,,,,
,BR5,08/27/2012,4.25,NS,20000,NS,2000,NS,0.5,,,,,,
,E10,08/27/2012,6.19,3.93,508,NS,1,NS,4.0,,,,,,
,E11,08/27/2012,9.05,NS,41,NS,4,NS,2.0,,,,,,
,E14,08/27/2012,4.73,4.32,800,NS,320,NS,3.0,,,,,,
,E15,08/27/2012,4.81,4.25,670,NS,34,NS,2.0,,,,,,
,E2,08/27/2012,4.48,3.99,152,NS,2,NS,3.0,,,,,,
,E4,08/27/2012,4.60,4.11,800,NS,910,NS,3.0,,,,,,
,E6,08/27/2012,4.86,4.88,156,NS,47,NS,2.5,,,,,,
,E7,08/27/2012,3.66,3.97,9,NS,10,NS,4.0,,,,,,
,E8,08/27/2012,5.95,3.35,152,NS,1,NS,4.0,,,,,,
,FB1,08/27/2012,5.09,4.87,490,NS,160,NS,1.5,,,,,,
