,,,,,,,,,,,,,,,,
,,,,,,,,,,The City of New York,,,,,,
,,,,,,,,,,Department of Environmental Protection,,,,,,2/6/18
,,,,,,,,,,Harbor Survey 2015,,,,,,1/23/18
,,,,,,,,,,,,,,,,
,,,DO,,Fecal Coliform,,Enterococcus,,Transparency,Weather,,,,,,
,,,(mg/L),,(#/100 mL),,(#/100 mL),,(Secchi),Dry/Wet,,,,,,
,Site,Date,Top,Bot,Top,Bot,Top,Bot,ft.,D/W,,,,,,
,,,,,,,,,,,,,,,,
,AC1,12/16/2015,11.11,NS,460,NS,230,NS,NS,W,,,,,,
,AC2,12/16/2015,10.38,NS,2300,NS,400,NS,NS,W,,,,,,
,BR1,12/16/2015,9.85,NS,2200,NS,540,NS,NS,W,,,,,,
,BR3,12/16/2015,6.59,NS,2200,NS,370,NS,NS,W,,,,,,
,E11,12/16/2015,8.48,NS,99,NS,10,NS,3.0,W,,,,,,
,E12,12/16/2015,7.85,NS,45,NS,10,NS,4.0,W,,,,,,
,E13,12/16/2015,7.20,NS,164,NS,16,NS,4.0,W,,,,,,
,HR03,12/16/2015,6.19,NS,770,NS,60,NS,3.0,W,,,,,,
,HR1,12/16/2015,8.09,NS,240,NS,100,NS,4.0,W,,,,,,
,HR2,12/16/2015,6.64,NS,2100,NS,230,NS,2.0,W,,,,,,
,LN1,12/16/2015,8.77,NS,153,NS,10,NS,1.5,W,,,,,,
,WC1,12/16/2015,6.84,NS,4500,NS,88,NS,2.5,W,,,,,,
,WC2,12/16/2015,5.47,NS,5100,NS,600,NS,2.5,W,,,,,,
,WC3,12/16/2015,6.96,NS,240,NS,12,NS,3.5,W,,,,,,
,CIC2,12/09/2015,6.65,NS,36000,NS,880,NS,NS,D,,,,,,
,GC3,12/09/2015,11.65,11.69,54,65,4,10,NS,D,,,,,,
,GC4,12/09/2015,11.63,11.63,19,23,8,10,NS,D,,,,,,
,GC5,12/09/2015,11.59,11.52,4,11,8,4,NS,D,,,,,,
,GC6,12/09/2015,11.05,11.23,176,46,92,50,NS,D,,,,,,
,SP1,12/09/2015,10.71,NS,83,NS,12,NS,NS,D,,,,,,
,BB2,12/07/2015,4.76,NS,162,NS,18,NS,2.5,D,,,,,,
,BB4,12/07/2015,8.29,7.99,18,NS,2,NS,6.0,D,,,,,,
,CIC3,12/07/2015,8.50,8.17,63,NS,1,NS,7.0,D,,,,,,
,GB1,12/07/2015,7.91,8.48,21,NS,4,NS,4.0,D,,,,,,
,J1,12/07/2015,8.84,8.72,1,NS,10,NS,7.0,D,,,,,,
,J10,12/07/2015,8.57,8.39,4,NS,1,NS,12.5,D,,,,,,
,J11,12/07/2015,9.23,9.33,58,NS,3,NS,9.0,D,,,,,,
,J12,12/07/2015,8.51,7.93,2,NS,1,NS,8.5,D,,,,,,
,J2,12/07/2015,8.73,8.98,2,NS,2,NS,10.0,D,,,,,,
,J3,12/07/2015,8.71,8.59,11,NS,1,NS,12.0,D,,,,,,
,J5,12/07/2015,8.87,8.67,6,NS,3,NS,8.5,D,,,,,,
,J7,12/07/2015,8.36,8.31,4,NS,1,NS,8.0,D,,,,,,
,J8,12/07/2015,8.06,8.46,19,NS,2,NS,8.5,D,,,,,,
,J9A,12/07/2015,8.82,8.43,50,NS,1,NS,11.0,D,,,,,,
,JA1,12/07/2015,8.91,8.84,11,NS,2,NS,8.0,D,,,,,,
,N16,12/07/2015,8.42,8.29,7,NS,1,NS,6.0,D,,,,,,
,N9,12/07/2015,8.04,8.20,8,NS,2,NS,5.0,D,,,,,,
,N9A,12/07/2015,8.44,8.73,5,NS,1,NS,6.0,D,,,,,,
,PB2,12/07/2015,8.01,8.00,2,NS,2,NS,7.5,D,,,,,,
,PB3,12/07/2015,8.43,NS,15,NS,1,NS,8.5,D,,,,,,
,SP2,12/07/2015,8.65,NS,7,NS,1,NS,11.0,D,,,,,,
,G2,12/03/2015,9.03,8.19,47,NS,6,NS,3.5,W,,,,,,
,K1,12/03/2015,8.76,7.96,8,NS,8,NS,3.0,W,,,,,,
,K2,12/03/2015,8.31,7.98,17,NS,6,NS,3.0,W,,,,,,
,K3,12/03/2015,8.07,7.85,50,NS,28,NS,3.5,W,,,,,,
,K4,12/03/2015,7.69,7.56,39,NS,26,NS,4.5,W,,,,,,
,K5,12/03/2015,8.01,8.07,11,NS,4,NS,4.0,W,,,,,,
,K5A,12/03/2015,8.70,8.29,3,NS,2,NS,4.0,W,,,,,,
,K6,12/03/2015,NS,NS,NS,NS,NS,NS,NS,W,,,,,,
,N6,12/03/2015,8.96,8.22,10,NS,6,NS,2.5,W,,,,,,
,N7,12/03/2015,8.79,8.14,92,NS,24,NS,2.5,W,,,,,,
,N8,12/03/2015,8.71,8.16,22,NS,18,NS,3.0,W,,,,,,
,NC0,12/03/2015,3.60,3.54,220,310,260,280,4.0,W,,,,,,
,NC1,12/03/2015,5.12,4.75,2350,2300,470,400,4.5,W,,,,,,
,NC2,12/03/2015,5.20,5.17,570,720,160,150,4.0,W,,,,,,
,NC3,12/03/2015,6.48,6.25,420,400,190,220,4.5,W,,,,,,
,GB1,12/02/2015,7.40,7.41,52,NS,6,NS,4.0,W,,,,,,
,BR5,12/01/2015,8.08,NS,53,NS,34,NS,4.5,W,,,,,,
,E10,12/01/2015,8.53,8.50,1,NS,2,NS,4.0,W,,,,,,
,E11,12/01/2015,6.78,NS,10,NS,2,NS,4.0,W,,,,,,
,E14,12/01/2015,5.39,5.12,6,NS,4,NS,3.5,W,,,,,,
,E15,12/01/2015,6.15,7.15,144,NS,20,NS,3.0,W,,,,,,
,E2,12/01/2015,7.26,6.82,7,NS,30,NS,3.5,W,,,,,,
,E4,12/01/2015,7.04,6.83,8,NS,12,NS,NS,W,,,,,,
,E6,12/01/2015,6.74,7.26,16,NS,8,NS,3.5,W,,,,,,
,E7,12/01/2015,6.54,7.27,22,NS,4,NS,4.0,W,,,,,,
,E8,12/01/2015,7.06,7.77,18,NS,10,NS,4.0,W,,,,,,
,FB1,12/01/2015,7.03,7.48,46,NS,16,NS,4.0,W,,,,,,
,FLC1,12/01/2015,6.44,7.13,500,NS,640,NS,1.5,W,,,,,,
,FLC2,12/01/2015,6.61,7.24,220,NS,270,NS,2.0,W,,,,,,
,H3,12/01/2015,7.11,7.55,84,NS,20,NS,1.5,W,,,,,,
,HC1,12/01/2015,5.78,0.71,9,NS,10,NS,NS,W,,,,,,
